title,author,year,text,source,word_count,contains_misinformation_indicators
"Towards Specialized Supercomputers for Climate Sciences: Computational
  Requirements of the Icosahedral Nonhydrostatic Weather and Climate Model","
Torsten Hoefler
, 
Alexandru Calotoiu
, 
Anurag Dipankar
, 
Thomas Schulthess
, 
Xavier Lapillonne
, 
Oliver Fuhrer
",2024,"  We discuss the computational challenges and requirements for high-resolution
climate simulations using the Icosahedral Nonhydrostatic Weather and Climate
Model (ICON). We define a detailed requirements model for ICON which emphasizes
the need for specialized supercomputers to accurately predict climate change
impacts and extreme weather events. Based on the requirements model, we outline
computational demands for km-scale simulations, and suggests machine learning
techniques to enhance model accuracy and efficiency. Our findings aim to guide
the design of future supercomputers for advanced climate science.
",arXiv,82,False
"Managing Financial Climate Risk in Banking Services: A Review of Current
  Practices and the Challenges Ahead","
Victor Cardenas
",2024,"  The document discusses the financial climate risk in the context of the
banking industry, emphasizing the need for a comprehensive understanding of
climate change across different spatial and temporal scales. It highlights the
challenges in estimating physical and transition risks, specifically extreme
events and limitations of current climate models. The document also reviews
current gaps in assessing physical and transition risks, including the
development, improvement of modeling frameworks, highlighting the need for
detailed databases of exposed physical assets and climatic hazard modeling. It
also emphasizes the importance of integrating financial climate risks into
financial risk management practices, particularly in smaller banks and lending
organizations.
",arXiv,104,False
"Climate Change Valuation Adjustment (CCVA) using parameterized climate
  change impacts","
Chris Kenyon
, 
Mourad Berrahoui
",2021,"  We introduce Climate Change Valuation Adjustment (CCVA) to capture climate
change impacts on CVA+FVA that are currently invisible assuming typical market
practice. To discuss such impacts on CVA+FVA from changes to instantaneous
hazard rates we introduce a flexible and expressive parameterization to capture
the path of this impact to climate change endpoints, and transient transition
effects. Finally we provide quantification of examples of typical interest
where there is risk of economic stress from sea level change up to 2101, and
from transformations of business models. We find that even with the slowest
possible uniform approach to a climate change impact in 2101 there can still be
significant CVA+FVA impacts on interest rate swaps of 20 years or more
maturity. Transformation effects on CVA+FVA are strongly dependent on timing
and duration of business model transformation. Using a parameterized approach
enables discussion with stakeholders of economic impacts on CVA+FVA, whatever
the details behind the climate impact.
",arXiv,154,False
Understanding Opinions Towards Climate Change on Social Media,"
Yashaswi Pupneja
, 
Joseph Zou
, 
Sacha Lévy
, 
Shenyang Huang
",2023,"  Social media platforms such as Twitter (now known as X) have revolutionized
how the public engage with important societal and political topics. Recently,
climate change discussions on social media became a catalyst for political
polarization and the spreading of misinformation. In this work, we aim to
understand how real world events influence the opinions of individuals towards
climate change related topics on social media. To this end, we extracted and
analyzed a dataset of 13.6 millions tweets sent by 3.6 million users from 2006
to 2019. Then, we construct a temporal graph from the user-user mentions
network and utilize the Louvain community detection algorithm to analyze the
changes in community structure around Conference of the Parties on Climate
Change~(COP) events. Next, we also apply tools from the Natural Language
Processing literature to perform sentiment analysis and topic modeling on the
tweets. Our work acts as a first step towards understanding the evolution of
pro-climate change communities around COP events. Answering these questions
helps us understand how to raise people's awareness towards climate change thus
hopefully calling on more individuals to join the collaborative effort in
slowing down climate change.
",arXiv,189,False
"Analysis of various climate change parameters in India using machine
  learning","
Rutvij Wamanse
, 
Tushuli Patil
",2022,"  Climate change in India is one of the most alarming problems faced by our
community. Due to adverse and sudden changes in climate in past few years,
mankind is at threat. Various impacts of climate change include extreme heat,
changing rainfall patterns, droughts, groundwater, glacier melt, sea-level
rise, and many more. Machine Learning can be used to analyze and predict the
graph of change using previous data and thus design a model which in the future
can furthermore be used to catalyze impactful work of climate change and take
steps in the direction to help India fight against the upcoming climate
changes. In this paper, we have analyzed 17 climate change parameters about
India. We have applied linear regression, exponential regression, and
polynomial regression to the parameters and evaluated the results. Using the
designed model, we will predict these parameters for the years 2025,2030, 2035.
These predicted values will thus help our community to prevent and take actions
against the adverse and hazardous effects on mankind. We have designed and
created this model which provides accurate results regarding all 17 parameters.
The predicted values will therefore help India to be well equipped against
climate change. This data when made available to the people of India will help
create awareness among them and will help us save our country from the
haphazard effects of climate change.
",arXiv,225,False
"Revisiting the secondary climate attributes for transportation
  infrastructure management: A Redux and Update for 2020","
Tao Liao
, 
Paul Kepley
, 
Indraneel Kumar
, 
Samuel Labi
",2022,"  Environmental conditions in various regions can have a severely negative
impact on the longevity and durability of the civil engineering
infrastructures. In 2018, a published paper used 1971 to 2010 NOAA data from
the contiguous United States to examine the temporal changes in secondary
climate attributes (freeze-thaw cycles and freeze index) using the climate
normals from two time windows, 1971-2000 and 1981-2010. That paper investigated
whether there have been statistically significant changes in climate attribute
levels across the two time windows, and used GIS-based interpolation methods to
develop isarithmic maps of the climate attributes to facilitate their
interpretation and application. This paper updates that study. In this study,
we use NOAA climatic data from 1991 to 2020 to construct continuous surface
maps showing the values of the primary and secondary climate attributes at the
48 continental states. The new maps provide an updated picture of the freeze
index values and freeze-thaw cycles for the most recent climate condition.
These new values provide a better picture of the freezing season
characteristics of the United States, and will provide information necessary
for better winter maintenance procedures and infrastructure design to
accommodate regional climate differences.
",arXiv,192,False
Climate change sentiment on Twitter: An unsolicited public opinion poll,"
Emily M. Cody
, 
Andrew J. Reagan
, 
Lewis Mitchell
, 
Peter Sheridan Dodds
, 
Christopher M. Danforth
",2015,"  The consequences of anthropogenic climate change are extensively debated
through scientific papers, newspaper articles, and blogs. Newspaper articles
may lack accuracy, while the severity of findings in scientific papers may be
too opaque for the public to understand. Social media, however, is a forum
where individuals of diverse backgrounds can share their thoughts and opinions.
As consumption shifts from old media to new, Twitter has become a valuable
resource for analyzing current events and headline news. In this research, we
analyze tweets containing the word ""climate"" collected between September 2008
and July 2014. Through use of a previously developed sentiment measurement tool
called the Hedonometer, we determine how collective sentiment varies in
response to climate change news, events, and natural disasters. We find that
natural disasters, climate bills, and oil-drilling can contribute to a decrease
in happiness while climate rallies, a book release, and a green ideas contest
can contribute to an increase in happiness. Words uncovered by our analysis
suggest that responses to climate change news are predominately from climate
change activists rather than climate change deniers, indicating that Twitter is
a valuable resource for the spread of climate change awareness.
",arXiv,192,False
"Climate, Agriculture and Food","
Ariel Ortiz-Bobea
",2021,"  Agriculture is arguably the most climate-sensitive sector of the economy.
Growing concerns about anthropogenic climate change have increased research
interest in assessing its potential impact on the sector and in identifying
policies and adaptation strategies to help the sector cope with a changing
climate. This chapter provides an overview of recent advancements in the
analysis of climate change impacts and adaptation in agriculture with an
emphasis on methods. The chapter provides an overview of recent research
efforts addressing key conceptual and empirical challenges. The chapter also
discusses practical matters about conducting research in this area and provides
reproducible R code to perform common tasks of data preparation and model
estimation in this literature. The chapter provides a hands-on introduction to
new researchers in this area.
",arXiv,125,False
A Run on Fossil Fuel? Climate Change and Transition Risk,"
Michael Barnett
",2024,"  I study the dynamic, general equilibrium implications of
climate-change-linked transition risk on macroeconomic outcomes and asset
prices. Climate-change-linked expectations of fossil fuel restrictions can
produce a ``run on fossil fuels'' with accelerated production and decreasing
spot prices, or a ``reverse run'' with restrained production and increased spot
prices. The response depends on the expected economic consequences of the
anticipated transition shock, and existing climate policies. Fossil fuel firm
prices decrease in each case. I use a novel empirical measure of innovations in
climate-related transition risk likelihood to show that dynamic empirical
responses are consistent with a ``run on fossil fuel.''
",arXiv,100,False
"A Survey on Exploratory Spatiotemporal Visual Analytics Approaches for
  Climate Science","
Abdullah-Al-Raihan Nayeem
, 
Dongyun Han
, 
Huikyo Lee
, 
Donghoon Kim
, 
Daniel Feldman
, 
William J. Tolone
, 
Daniel Crichton
, 
Isaac Cho
",2024,"  Climate science produces a wealth of complex, high-dimensional, multivariate
data from observations and numerical models. These data are critical for
understanding climate changes and their socioeconomic impacts. Climate
scientists are continuously evaluating output from numerical models against
observations. This model evaluation process provides useful guidance to improve
the numerical models and subsequent climate projections. Exploratory visual
analytics systems possess the potential to significantly reduce the burden on
scientists for traditional spatiotemporal analyses. In addition, technology and
infrastructure advancements are further facilitating broader access to climate
data. Climate scientists today can access climate data in distributed analytic
environments and render exploratory visualizations for analyses. Efforts are
ongoing to optimize the computational efficiency of spatiotemporal analyses to
enable efficient exploration of massive data. These advances present further
opportunities for the visualization community to innovate over the full
landscape of challenges and requirements raised by scientists. In this report,
we provide a comprehensive review of the challenges, requirements, and current
approaches for exploratory spatiotemporal visual analytics solutions for
climate data. We categorize the visual analytic techniques, systems, and tools
presented in the relevant literature based on task requirements, data sources,
statistical techniques, interaction methods, visualization techniques,
performance evaluation methods, and application domains. Moreover, our analytic
review identifies trends, limitations, and key challenges in visual analysis.
This report will advance future research activities in climate visualizations
and enables the end-users of climate data to identify effective climate change
mitigation strategies.
",arXiv,236,False
HECT: High-Dimensional Ensemble Consistency Testing for Climate Models,"
Niccolò Dalmasso
, 
Galen Vincent
, 
Dorit Hammerling
, 
Ann B. Lee
",2020,"  Climate models play a crucial role in understanding the effect of
environmental and man-made changes on climate to help mitigate climate risks
and inform governmental decisions. Large global climate models such as the
Community Earth System Model (CESM), developed by the National Center for
Atmospheric Research, are very complex with millions of lines of code
describing interactions of the atmosphere, land, oceans, and ice, among other
components. As development of the CESM is constantly ongoing, simulation
outputs need to be continuously controlled for quality. To be able to
distinguish a ""climate-changing"" modification of the code base from a true
climate-changing physical process or intervention, there needs to be a
principled way of assessing statistical reproducibility that can handle both
spatial and temporal high-dimensional simulation outputs. Our proposed work
uses probabilistic classifiers like tree-based algorithms and deep neural
networks to perform a statistically rigorous goodness-of-fit test of
high-dimensional spatio-temporal data.
",arXiv,149,False
"Dhoroni: Exploring Bengali Climate Change and Environmental Views with a
  Multi-Perspective News Dataset and Natural Language Processing","
Azmine Toushik Wasi
, 
Wahid Faisal
, 
Taj Ahmad
, 
Abdur Rahman
, 
Mst Rafia Islam
",2024,"  Climate change poses critical challenges globally, disproportionately
affecting low-income countries that often lack resources and linguistic
representation on the international stage. Despite Bangladesh's status as one
of the most vulnerable nations to climate impacts, research gaps persist in
Bengali-language studies related to climate change and NLP. To address this
disparity, we introduce Dhoroni, a novel Bengali (Bangla) climate change and
environmental news dataset, comprising a 2300 annotated Bangla news articles,
offering multiple perspectives such as political influence,
scientific/statistical data, authenticity, stance detection, and stakeholder
involvement. Furthermore, we present an in-depth exploratory analysis of
Dhoroni and introduce BanglaBERT-Dhoroni family, a novel baseline model family
for climate and environmental opinion detection in Bangla, fine-tuned on our
dataset. This research contributes significantly to enhancing accessibility and
analysis of climate discourse in Bengali (Bangla), addressing crucial
communication and research gaps in climate-impacted regions like Bangladesh
with 180 million people.
",arXiv,145,False
"Using machine learning to parameterize moist convection: potential for
  modeling of climate, climate change and extreme events","
Paul A. O'Gorman
, 
John G. Dwyer
",2018,"  The parameterization of moist convection contributes to uncertainty in
climate modeling and numerical weather prediction. Machine learning (ML) can be
used to learn new parameterizations directly from high-resolution model output,
but it remains poorly understood how such parameterizations behave when fully
coupled in a general circulation model (GCM) and whether they are useful for
simulations of climate change or extreme events. Here, we focus on these issues
using idealized tests in which an ML-based parameterization is trained on
output from a conventional parameterization and its performance is assessed in
simulations with a GCM. We use an ensemble of decision trees (random forest) as
the ML algorithm, and this has the advantage that it automatically ensures
conservation of energy and non-negativity of surface precipitation. The GCM
with the ML convective parameterization runs stably and accurately captures
important climate statistics including precipitation extremes without the need
for special training on extremes. Climate change between a control climate and
a warm climate is not captured if the ML parameterization is only trained on
the control climate, but it is captured if the training includes samples from
both climates. Remarkably, climate change is also captured when training only
on the warm climate, and this is because the extratropics of the warm climate
provides training samples for the tropics of the control climate. In addition
to being potentially useful for the simulation of climate, we show that ML
parameterizations can be interrogated to provide diagnostics of the interaction
between convection and the large-scale environment.
",arXiv,249,False
"Toward an Effective Pedagogy of Climate Change: Lessons From a Physics
  Classroom","
Vandana Singh
",2020,"  A major roadblock to effective climate education is the lack of radical
visions (Kwauk, 2020) for engaging with climate change and related
social-environmental crises in the classroom. Key aspects of the climate
system: its inherent complexity and transdisciplinarity, the entanglement of
social and natural systems, and the fact that it spans large scales of space
and time - all present serious challenges to our modern, compartmentalized
formal education systems. I present an argument for a justice-centered,
inter-to-transdisciplinary conceptualization of climate change at the nexus of
science, society and justice, which is designed to engage with the very
features of the climate system that make it challenging. Based on pedagogical
experiments in an undergraduate physics classroom for non-science majors, I
identify five general barriers to teaching climate change, and formulate four
dimensions of an effective climate pedagogy: the scientific-technological, the
transdisciplinary, the onto-epistemological, and the psychosocial action
dimensions. Within the context of a collaborative classroom culture informed by
transformational learning, I describe the use of a meta-conceptual framework
that, along with the issue of climate justice, seeks to realize all four
dimensions of an effective climate pedagogy. This broad holistic framework is
potentially adaptable to contexts and disciplines beyond undergraduate physics.
",arXiv,200,False
"Incorporating climate change effects into the European power system
  adequacy assessment using a post-processing method","
Inès Harang
, 
Fabian Heymann
, 
Laurens P. Stoop
",2024,"  The demand-supply balance of electricity systems is fundamentally linked to
climate conditions. In light of this, the present study aims to model the
effect of climate change on the European electricity system, specifically on
its long-term reliability. A resource adequate power system -- a system where
electricity supply covers demand -- is sensitive to generation capacity, demand
patterns, and the network structure and capacity. Climate change is foreseen to
affect each of these components.
  In this analysis, we focused on two drivers of power system adequacy: the
impact of temperature variations on electricity demand, and of water inflows
changes on hydro generation. Using a post-processing approach, based on results
found in the literature, the inputs of a large-scale electricity market model
covering the European region were modified. The results show that climate
change may decrease total LOLE (Loss of Load Expectation) hours in Europe by
more than 50%, as demand will largely decrease because of a higher temperatures
during winter. We found that the climate change impact on demand tends to
decrease LOLE values, while the climate change effects on hydrological
conditions tend to increase LOLE values.
  The study is built on a limited amount of open-source data and can flexibly
incorporate various sets of assumptions. Outcomes also show the current
difficulties to reliably model the effects of climate change on power system
adequacy. Overall, our presented method displays the relevance of climate
change effects in electricity network studies.
",arXiv,239,False
"Theoretical tools for understanding the climate crisis from Hasselmann's
  program and beyond","
Valerio Lucarini
, 
Mickaël Chekroun
",2023,"  Klaus Hasselmann's revolutionary intuition in climate science was to take
advantage of the stochasticity associated with fast weather processes to probe
the slow dynamics of the climate system. This has led to fundamentally new ways
to study the response of climate models to perturbations, and to perform
detection and attribution for climate change signals. Hasselmann's program has
been extremely influential in climate science and beyond. We first summarise
the main aspects of such a program using modern concepts and tools of
statistical physics and applied mathematics. We then provide an overview of
some promising scientific perspectives that might better clarify the science
behind the climate crisis and that stem from Hasselmann's ideas. We show how to
perform rigorous model reduction by constructing parametrizations in systems
that do not necessarily feature a time-scale separation between unresolved and
resolved processes. We propose a general framework for explaining the
relationship between climate variability and climate change, and for performing
climate change projections. This leads us seamlessly to explain some key
general aspects of climatic tipping points. Finally, we show that response
theory provides a solid framework supporting optimal fingerprinting methods for
detection and attribution.
",arXiv,191,False
"Climate uncertainty impacts on optimal mitigation pathways and social
  cost of carbon","
Christopher J. Smith
, 
Alaa Al Khourdajie
, 
Pu Yang
, 
Doris Folini
",2023,"  Emissions pathways used in climate policy analysis are often derived from
integrated assessment models. However, such emissions pathways do not typically
include climate feedbacks on socioeconomic systems and by extension do not
consider climate uncertainty in their construction. We use a well-known
cost-benefit integrated assessment model, the Dynamic Integrated
Climate-Economy (DICE) model, with its climate component replaced by the
Finite-amplitude Impulse Response (FaIR) model (v2.1). The climate uncertainty
in FaIR is sampled with an ensemble that is consistent with historically
observed climate and Intergovernmental Panel on Climate Change (IPCC) assessed
ranges of key climate variables such as equilibrium climate sensitivity. Three
scenarios are produced: a pathway similar to the ""optimal welfare"" scenario of
DICE that has similar warming outcomes to current policies, and pathways that
limit warming to ""well-below"" 2C and 1.5C with low overshoot, in line with
Paris Agreement long-term temperature goals. Climate uncertainty alone is
responsible for a factor of five variation (5-95% range) in the social cost of
carbon in the 1.5C scenario. CO2 emissions trajectories resulting from the
optimal level of emissions abatement in all pathways are also sensitive to
climate uncertainty, with 2050 emissions ranging from -12 to +14 GtCO2/yr in
the 1.5C scenario. Equilibrium climate sensitivity and the strength of
present-day aerosol effective radiative forcing are strong determinants of
social cost of carbon and mid-century CO2 emissions. This shows that narrowing
climate uncertainty leads to more refined estimates for the social cost of
carbon and provides more certainty about the optimal rate of emissions
abatement. Including climate and climate uncertainty in integrated assessment
model derived emissions scenarios would address a key missing feedback in
scenario construction.
",arXiv,272,False
Expansion under climate change: the genetic consequences,"
Jimmy Garnier
CNRS, USMB, Université de Savoie, Université de Chambéry
, 
Mark Lewis
",2016,"  Range expansion and range shifts are crucial population responses to climate
change. Genetic consequences are not well understood but are clearly coupled to
ecological dynamics that, in turn, are driven by shifting climate conditions.
We model a population with a deterministic reaction-- diffusion model coupled
to a heterogeneous environment that develops in time due to climate change. We
decompose the resulting travelling wave solution into neutral genetic
components to analyse the spatio-temporal dynamics of its genetic structure.
Our analysis shows that range expansions and range shifts under slow climate
change preserve genetic diversity. This is because slow climate change creates
range boundaries that promote spatial mixing of genetic components.
Mathematically , the mixing leads to so-called pushed travelling wave
solutions. This mixing phenomenon is not seen in spatially homogeneous
environments, where range expansion reduces genetic diversity through gene
surfing arising from pulled travelling wave solutions. However, the
preservation of diversity is diminished when climate change occurs too quickly.
Using diversity indices, we show that fast expansions and range shifts erode
genetic diversity more than slow range expansions and range shifts. Our study
provides analytical insight into the dynamics of travelling wave solutions in
heterogeneous environments.
",arXiv,195,False
Economic activity and climate change,"
Aránzazu de Juan
, 
Pilar Poncela
, 
Vladimir Rodríguez-Caballero
, 
Esther Ruiz
",2022,"  In this paper, we survey recent econometric contributions to measure the
relationship between economic activity and climate change. Due to the critical
relevance of these effects for the well-being of future generations, there is
an explosion of publications devoted to measuring this relationship and its
main channels. The relation between economic activity and climate change is
complex with the possibility of causality running in both directions. Starting
from economic activity, the channels that relate economic activity and climate
change are energy consumption and the consequent pollution. Hence, we first
describe the main econometric contributions about the interactions between
economic activity and energy consumption, moving then to describing the
contributions on the interactions between economic activity and pollution.
Finally, we look at the main results on the relationship between climate change
and economic activity. An important consequence of climate change is the
increasing occurrence of extreme weather phenomena. Therefore, we also survey
contributions on the economic effects of catastrophic climate phenomena.
",arXiv,160,False
"Quantifying uncertainty about global and regional economic impacts of
  climate change","
Jenny Bjordal
, 
Trude Storelvmo
, 
Anthony A. Smith Jr
",2021,"  The economic impacts of climate change are highly uncertain. Two of the most
important uncertainties are the sensitivity of the climate system and the
so-called damage functions, which relate climate change to economic damages and
benefits. Despite broad awareness of these uncertainties, it is unclear which
of them is most important, both on the global as well as the regional level.
Here we apply different damage functions to data from climate models with
vastly different climate sensitivities, and find that uncertainty in both
climate sensitivity and economic damage per degree of warming are of similar
importance for the global economic impact. Increasing the climate sensitivity
or the sensitivity of the damage function both increases the economic damages
globally. Yet, at the country-level the effect varies depending on the initial
temperature as well as how much the country warms. Our findings emphasise the
importance of including these uncertainties in estimates of future economic
impacts, as they both are vital for the resulting impacts and thus policy
implications.
",arXiv,166,False
"Handling Climate Change Using Counterfactuals: Using Counterfactuals in
  Data Augmentation to Predict Crop Growth in an Uncertain Climate Future","
Mohammed Temraz
, 
Eoin Kenny
, 
Elodie Ruelle
, 
Laurence Shalloo
, 
Barry Smyth
, 
Mark T Keane
",2021,"  Climate change poses a major challenge to humanity, especially in its impact
on agriculture, a challenge that a responsible AI should meet. In this paper,
we examine a CBR system (PBI-CBR) designed to aid sustainable dairy farming by
supporting grassland management, through accurate crop growth prediction. As
climate changes, PBI-CBRs historical cases become less useful in predicting
future grass growth. Hence, we extend PBI-CBR using data augmentation, to
specifically handle disruptive climate events, using a counterfactual method
(from XAI). Study 1 shows that historical, extreme climate-events (climate
outlier cases) tend to be used by PBI-CBR to predict grass growth during
climate disrupted periods. Study 2 shows that synthetic outliers, generated as
counterfactuals on a outlier-boundary, improve the predictive accuracy of
PBICBR, during the drought of 2018. This study also shows that an
instance-based counterfactual method does better than a benchmark,
constraint-guided method.
",arXiv,142,False
"AIRCC-Clim: a user-friendly tool for generating regional probabilistic
  climate change scenarios and risk measures","
Francisco Estrada
, 
Oscar Calderón-Bustamante
, 
Wouter Botzen
, 
Julián A. Velasco
, 
Richard S. J. Tol
",2021,"  Complex physical models are the most advanced tools available for producing
realistic simulations of the climate system. However, such levels of realism
imply high computational cost and restrictions on their use for policymaking
and risk assessment. Two central characteristics of climate change are
uncertainty and that it is a dynamic problem in which international actions can
significantly alter climate projections and information needs, including
partial and full compliance of global climate goals. Here we present
AIRCC-Clim, a simple climate model emulator that produces regional
probabilistic climate change projections of monthly and annual temperature and
precipitation, as well as risk measures, based both on standard and
user-defined emissions scenarios for six greenhouse gases. AIRCC-Clim emulates
37 atmosphere-ocean coupled general circulation models with low computational
and technical requirements for the user. This standalone, user-friendly
software is designed for a variety of applications including impact
assessments, climate policy evaluation and integrated assessment modelling.
",arXiv,150,False
"ClimDetect: A Benchmark Dataset for Climate Change Detection and
  Attribution","
Sungduk Yu
, 
Brian L. White
, 
Anahita Bhiwandiwalla
, 
Musashi Hinck
, 
Matthew Lyle Olson
, 
Tung Nguyen
, 
Vasudev Lal
",2024,"  Detecting and attributing temperature increases due to climate change is
crucial for understanding global warming and guiding adaptation strategies. The
complexity of distinguishing human-induced climate signals from natural
variability has challenged traditional detection and attribution (D&A)
approaches, which seek to identify specific ""fingerprints"" in climate response
variables. Deep learning offers potential for discerning these complex patterns
in expansive spatial datasets. However, lack of standard protocols has hindered
consistent comparisons across studies. We introduce ClimDetect, a standardized
dataset of over 816k daily climate snapshots, designed to enhance model
accuracy in identifying climate change signals. ClimDetect integrates various
input and target variables used in past research, ensuring comparability and
consistency. We also explore the application of vision transformers (ViT) to
climate data, a novel and modernizing approach in this context. Our open-access
data and code serve as a benchmark for advancing climate science through
improved model evaluations. ClimDetect is publicly accessible via Huggingface
dataet respository at: https://huggingface.co/datasets/ClimDetect/ClimDetect.
",arXiv,155,False
"A Multi-task Model for Sentiment Aided Stance Detection of Climate
  Change Tweets","
Apoorva Upadhyaya
, 
Marco Fisichella
, 
Wolfgang Nejdl
",2022,"  Climate change has become one of the biggest challenges of our time. Social
media platforms such as Twitter play an important role in raising public
awareness and spreading knowledge about the dangers of the current climate
crisis. With the increasing number of campaigns and communication about climate
change through social media, the information could create more awareness and
reach the general public and policy makers. However, these Twitter
communications lead to polarization of beliefs, opinion-dominated ideologies,
and often a split into two communities of climate change deniers and believers.
In this paper, we propose a framework that helps identify denier statements on
Twitter and thus classifies the stance of the tweet into one of the two
attitudes towards climate change (denier/believer). The sentimental aspects of
Twitter data on climate change are deeply rooted in general public attitudes
toward climate change. Therefore, our work focuses on learning two closely
related tasks: Stance Detection and Sentiment Analysis of climate change
tweets. We propose a multi-task framework that performs stance detection
(primary task) and sentiment analysis (auxiliary task) simultaneously. The
proposed model incorporates the feature-specific and shared-specific attention
frameworks to fuse multiple features and learn the generalized features for
both tasks. The experimental results show that the proposed framework increases
the performance of the primary task, i.e., stance detection by benefiting from
the auxiliary task, i.e., sentiment analysis compared to its uni-modal and
single-task variants.
",arXiv,232,False
"Divergent Perspectives on Expert Disagreement: Preliminary Evidence from
  Climate Science, Climate Policy, Astrophysics, and Public Opinion","
James R. Beebe
, 
Maria Baghramian
, 
Luke O'C. Drury
, 
Finnur Dellsen
",2018,"  We report the results of an exploratory study that examines the judgments of
climate scientists, climate policy experts, astrophysicists, and non-experts (N
= 3,367) about the factors that contribute to the creation and persistence of
disagreement within climate science and astrophysics. We found that, as
compared to educated non-experts, climate experts believe that there is less
disagreement within climate science about climate change and that
methodological factors and personal or institutional biases play less
significant roles in generating existing disagreements than is commonly
reported or assumed. We also found that, commensurate with the greater inherent
uncertainty and data lacunae in their field, astrophysicists working on cosmic
rays were generally more willing to acknowledge expert disagreement, more open
to the idea that a set of data can have multiple valid interpretations, and
generally less quick to dismiss someone articulating a non-standard view as
non-expert, than climate scientists.
",arXiv,146,False
"Towards Answering Climate Questionnaires from Unstructured Climate
  Reports","
Daniel Spokoyny
, 
Tanmay Laud
, 
Tom Corringham
, 
Taylor Berg-Kirkpatrick
",2023,"  The topic of Climate Change (CC) has received limited attention in NLP
despite its urgency. Activists and policymakers need NLP tools to effectively
process the vast and rapidly growing unstructured textual climate reports into
structured form. To tackle this challenge we introduce two new large-scale
climate questionnaire datasets and use their existing structure to train
self-supervised models. We conduct experiments to show that these models can
learn to generalize to climate disclosures of different organizations types
than seen during training. We then use these models to help align texts from
unstructured climate documents to the semi-structured questionnaires in a human
pilot study. Finally, to support further NLP research in the climate domain we
introduce a benchmark of existing climate text classification datasets to
better evaluate and compare existing models.
",arXiv,129,False
PACER: Physics Informed Uncertainty Aware Climate Emulator,"
Hira Saleem
, 
Flora Salim
, 
Cormac Purcell
",2024,"  Climate models serve as critical tools for evaluating the effects of climate
change and projecting future climate scenarios. However, the reliance on
numerical simulations of physical equations renders them computationally
intensive and inefficient. While deep learning methodologies have made
significant progress in weather forecasting, they are still unstable for
climate emulation tasks. Here, we propose PACER, a lightweight 684K parameter
Physics Informed Uncertainty Aware Climate Emulator. PACER emulates temperature
and precipitation stably for 86 years while only being trained on greenhouse
gas emissions data. We incorporate a fundamental physical law of
advection-diffusion in PACER accounting for boundary conditions and empirically
estimating the diffusion co-efficient and flow velocities from emissions data.
PACER has been trained on 15 climate models provided by ClimateSet
outperforming baselines across most of the climate models and advancing a new
state of the art in a climate diagnostic task.
",arXiv,142,False
"Perspectives on the importance of complex systems in understanding
  ourclimate and climate change -- The Nobel Prize in Physics 2021","
Shraddha Gupta
, 
Nikolaos Mastrantonas
, 
Cristina Masoller
, 
Jürgen Kurths
",2022,"  The Nobel Prize in Physics 2021 was awarded to Syukuro Manabe, Klaus
Hasselmann, and Giorgio Parisi for their 'groundbreaking contributions to our
understanding of complex systems' including major advances in the understanding
of our climate and climate change. In this perspective article, we review their
key contributions and discuss their relevance in relation to the present
understanding of our climate. We conclude by outlining some promising research
directions and open questions in climate science.
",arXiv,74,False
"Stress-testing the coupled behavior of hybrid physics-machine learning
  climate simulations on an unseen, warmer climate","
Jerry Lin
, 
Mohamed Aziz Bhouri
, 
Tom Beucler
, 
Sungduk Yu
, 
Michael Pritchard
",2024,"  Accurate and computationally-viable representations of clouds and turbulence
are a long-standing challenge for climate model development. Traditional
parameterizations that crudely but efficiently approximate these processes are
a leading source of uncertainty in long-term projected warming and
precipitation patterns. Machine Learning (ML)-based parameterizations have long
been hailed as a promising alternative with the potential to yield higher
accuracy at a fraction of the cost of more explicit simulations. However, these
ML variants are often unpredictably unstable and inaccurate in \textit{coupled}
testing (i.e. in a downstream hybrid simulation task where they are dynamically
interacting with the large-scale climate model). These issues are exacerbated
in out-of-distribution climates. Certain design decisions such as
``climate-invariant"" feature transformation for moisture inputs, input vector
expansion, and temporal history incorporation have been shown to improve
coupled performance, but they may be insufficient for coupled
out-of-distribution generalization. If feature selection and transformations
can inoculate hybrid physics-ML climate models from non-physical,
out-of-distribution extrapolation in a changing climate, there is far greater
potential in extrapolating from observational data. Otherwise, training on
multiple simulated climates becomes an inevitable necessity. While our results
show generalization benefits from these design decisions, the obtained
improvment does not sufficiently preclude the necessity of using multi-climate
simulated training data.
",arXiv,202,False
